,0_Aust_Credit,0_BT,0_Belgian,0_CUT,0_Chromosone,0_Credit,0_DNA,0_Diabetes,0_Digits,0_Faults,0_German_Credit,0_Head,0_Heart,0_KlDigits,0_Letters,0_NewBelgian,0_SatImage,0_Segment,0_Shuttle,0_Technical,0_TseTse,0_Vehicle,T,N,p,4_10,4_2,4_24,4_26,4_3,4_4,4_6,4_7,4_91,5_0,5_1,5_4,5_43,5_5,5_8,5_9,Cost,SDratio,correl,cancor1,fract1,skewness,kurtosis,Hc,Hx,MCx,EnAtr,NSRatio,18_Ac2,18_Alloc80,18_BackProp,18_Bayes,18_BayesTree,18_C4_5,18_CART,18_Cal5,18_Cascade,18_Castle,18_Cn2,18_Default,18_Dipol92,18_Discrim,18_ITrule,18_IndCART,18_KNN,18_Kohonen,18_LVQ,18_LogDisc,18_NewId,18_QuaDisc,18_RBF,18_Smart
10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021287379624936646,0.007275246838732028,0.04597701149425287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07901550048754241,0.08052168982137796,0.5514462809917355,1.0,0.27387765094714933,0.07260156008746935,0.15293938205429902,0.31304629329880224,0.07275111865452863,0.045332168665171355,0.11563081930081578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972630511910795,0.34176338125757844,0.005747126436781609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023603779294576466,0.09781684150836405,0.2200413223140496,1.0,0.9059889218716529,0.5784004207767297,0.0,0.38433149886694723,0.02376176515969758,0.026931568328016017,0.33641703871735407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
